project_id,project_name,project_text,explicit_skills,extracted_skills,required_skills,required_skill_count
proj_0086,Autonomous Crop Health Mapping Drone,Autonomous Crop Health Mapping Drone. Multispectral aerial imaging drone detecting nitrogen stress in crops.. Role: AgriTech Specialist.,"[""Drone Surveying"", ""GIS"", ""Precision Agriculture"", ""Python""]","[""AgriTech""]","[""AgriTech"", ""Drone Surveying"", ""GIS"", ""Precision Agriculture"", ""Python""]",5
proj_0087,CubeSat Thermal Radiator Shield,CubeSat Thermal Radiator Shield. Passive thermal control system for LEO nanosatellite electronics.. Role: Aerospace Systems Engineer.,"[""ANSYS"", ""CFD"", ""SolidWorks"", ""Thermal Systems""]",[],"[""ANSYS"", ""CFD"", ""SolidWorks"", ""Thermal Systems""]",4
proj_0088,Micro-Turbojet Combustion Chamber,Micro-Turbojet Combustion Chamber. Annular combustor designed for low emissions and high thrust-to-weight.. Role: Aerospace Systems Engineer.,"[""CATIA"", ""Flight Mechanics"", ""Simulink""]",[],"[""CATIA"", ""Flight Mechanics"", ""Simulink""]",3
proj_0089,Supersonic Nozzle Flow Analyzer,Supersonic Nozzle Flow Analyzer. Variable geometry convergent-divergent nozzle CFD simulation.. Role: Aerospace Systems Engineer.,"[""Aerodynamics"", ""MATLAB"", ""Propulsion Systems""]","[""CFD""]","[""Aerodynamics"", ""CFD"", ""MATLAB"", ""Propulsion Systems""]",4
proj_0090,Supersonic Nozzle Flow Analyzer,Supersonic Nozzle Flow Analyzer. Variable geometry convergent-divergent nozzle CFD simulation.. Role: Aerospace Systems Engineer.,"[""Aerodynamics"", ""MATLAB"", ""Propulsion Systems""]","[""CFD""]","[""Aerodynamics"", ""CFD"", ""MATLAB"", ""Propulsion Systems""]",4
proj_0091,Micro-Turbojet Combustion Chamber,Micro-Turbojet Combustion Chamber. Annular combustor designed for low emissions and high thrust-to-weight.. Role: Aerospace Systems Engineer.,"[""CATIA"", ""Flight Mechanics"", ""Simulink""]",[],"[""CATIA"", ""Flight Mechanics"", ""Simulink""]",3
proj_0092,CubeSat Thermal Radiator Shield,CubeSat Thermal Radiator Shield. Passive thermal control system for LEO nanosatellite electronics.. Role: Aerospace Systems Engineer.,"[""ANSYS"", ""CFD"", ""SolidWorks"", ""Thermal Systems""]",[],"[""ANSYS"", ""CFD"", ""SolidWorks"", ""Thermal Systems""]",4
proj_0093,Global Logistics Carbon Tracking Dashboard,Global Logistics Carbon Tracking Dashboard. Supply chain carbon footprint auditor with route optimization.. Role: Operations Analyst.,"[""Python"", ""SQL"", ""Six Sigma""]","[""Supply Chain""]","[""Python"", ""SQL"", ""Six Sigma"", ""Supply Chain""]",4
proj_0094,Global Logistics Carbon Tracking Dashboard,Global Logistics Carbon Tracking Dashboard. Supply chain carbon footprint auditor with route optimization.. Role: Operations Analyst.,"[""Python"", ""SQL"", ""Six Sigma""]","[""Supply Chain""]","[""Python"", ""SQL"", ""Six Sigma"", ""Supply Chain""]",4
proj_0095,Hospital Emergency Ward Bottleneck Model,Hospital Emergency Ward Bottleneck Model. Discrete event simulation optimizing nurse allocation and triage time.. Role: Operations Analyst.,"[""Arena Simulation"", ""Operations Research"", ""Process Optimization""]",[],"[""Arena Simulation"", ""Operations Research"", ""Process Optimization""]",3
proj_0096,Automated Fulfillment Warehouse Layout,Automated Fulfillment Warehouse Layout. SLP-based facility layout reducing order retrieval transit times.. Role: Operations Analyst.,"[""Lean Manufacturing"", ""Supply Chain Analytics"", ""Tableau""]",[],"[""Lean Manufacturing"", ""Supply Chain Analytics"", ""Tableau""]",3
proj_0097,Global Logistics Carbon Tracking Dashboard,Global Logistics Carbon Tracking Dashboard. Supply chain carbon footprint auditor with route optimization.. Role: Operations Analyst.,"[""Python"", ""SQL"", ""Six Sigma""]","[""Supply Chain""]","[""Python"", ""SQL"", ""Six Sigma"", ""Supply Chain""]",4
proj_0098,Automated Fulfillment Warehouse Layout,Automated Fulfillment Warehouse Layout. SLP-based facility layout reducing order retrieval transit times.. Role: Operations Analyst.,"[""Lean Manufacturing"", ""Supply Chain Analytics"", ""Tableau""]",[],"[""Lean Manufacturing"", ""Supply Chain Analytics"", ""Tableau""]",3
proj_0099,Hospital Emergency Ward Bottleneck Model,Hospital Emergency Ward Bottleneck Model. Discrete event simulation optimizing nurse allocation and triage time.. Role: Operations Analyst.,"[""Arena Simulation"", ""Operations Research"", ""Process Optimization""]",[],"[""Arena Simulation"", ""Operations Research"", ""Process Optimization""]",3
proj_0100,Smart Gas Leak Optical Detector,Smart Gas Leak Optical Detector. NDIR sensor unit with wireless alarm reporting for chemical plants.. Role: Instrumentation Engineer.,"[""LabVIEW"", ""PLC"", ""Sensors & Transducers""]","[""Instrumentation""]","[""Instrumentation"", ""LabVIEW"", ""PLC"", ""Sensors & Transducers""]",4
proj_0101,Ultra-Precise Vibration Calibration Rig,Ultra-Precise Vibration Calibration Rig. Piezo-actuated shaker table for accelerometer calibration.. Role: Instrumentation Engineer.,"[""Instrumentation Design"", ""SCADA"", ""Signal Processing""]","[""Instrumentation""]","[""Instrumentation"", ""Instrumentation Design"", ""SCADA"", ""Signal Processing""]",4
proj_0102,Ultra-Precise Vibration Calibration Rig,Ultra-Precise Vibration Calibration Rig. Piezo-actuated shaker table for accelerometer calibration.. Role: Instrumentation Engineer.,"[""Instrumentation Design"", ""SCADA"", ""Signal Processing""]","[""Instrumentation""]","[""Instrumentation"", ""Instrumentation Design"", ""SCADA"", ""Signal Processing""]",4
proj_0103,Ultra-Precise Vibration Calibration Rig,Ultra-Precise Vibration Calibration Rig. Piezo-actuated shaker table for accelerometer calibration.. Role: Instrumentation Engineer.,"[""Instrumentation Design"", ""SCADA"", ""Signal Processing""]","[""Instrumentation""]","[""Instrumentation"", ""Instrumentation Design"", ""SCADA"", ""Signal Processing""]",4
proj_0104,Urban Climate Micro-District Plan,Urban Climate Micro-District Plan. Transit-oriented mixed-use masterplan reducing urban heat island effect.. Role: BIM Designer.,"[""AutoCAD"", ""Photoshop"", ""Urban Planning""]","[""BIM""]","[""AutoCAD"", ""BIM"", ""Photoshop"", ""Urban Planning""]",4
proj_0105,Net-Zero Energy Campus Library,Net-Zero Energy Campus Library. Parametric passive solar design with green roof integration.. Role: BIM Designer.,"[""Architectural Design"", ""BIM (Building Information Modeling)"", ""Revit"", ""Rhino 3D""]","[""BIM""]","[""Architectural Design"", ""BIM"", ""BIM (Building Information Modeling)"", ""Revit"", ""Rhino 3D""]",5
proj_0106,Parametric Bamboo Timber Pavilion,Parametric Bamboo Timber Pavilion. Curvilinear public canopy generated using algorithmic geometric rules.. Role: BIM Designer.,"[""3D Visualization"", ""Grasshopper"", ""SketchUp""]","[""BIM""]","[""3D Visualization"", ""BIM"", ""Grasshopper"", ""SketchUp""]",4
proj_0107,Net-Zero Energy Campus Library,Net-Zero Energy Campus Library. Parametric passive solar design with green roof integration.. Role: BIM Designer.,"[""Architectural Design"", ""BIM (Building Information Modeling)"", ""Revit"", ""Rhino 3D""]","[""BIM""]","[""Architectural Design"", ""BIM"", ""BIM (Building Information Modeling)"", ""Revit"", ""Rhino 3D""]",5
proj_0108,Urban Climate Micro-District Plan,Urban Climate Micro-District Plan. Transit-oriented mixed-use masterplan reducing urban heat island effect.. Role: BIM Designer.,"[""AutoCAD"", ""Photoshop"", ""Urban Planning""]","[""BIM""]","[""AutoCAD"", ""BIM"", ""Photoshop"", ""Urban Planning""]",4
proj_0109,Urban Climate Micro-District Plan,Urban Climate Micro-District Plan. Transit-oriented mixed-use masterplan reducing urban heat island effect.. Role: BIM Designer.,"[""AutoCAD"", ""Photoshop"", ""Urban Planning""]","[""BIM""]","[""AutoCAD"", ""BIM"", ""Photoshop"", ""Urban Planning""]",4
proj_0110,Parametric Bamboo Timber Pavilion,Parametric Bamboo Timber Pavilion. Curvilinear public canopy generated using algorithmic geometric rules.. Role: BIM Designer.,"[""3D Visualization"", ""Grasshopper"", ""SketchUp""]","[""BIM""]","[""3D Visualization"", ""BIM"", ""Grasshopper"", ""SketchUp""]",4
proj_0111,Net-Zero Energy Campus Library,Net-Zero Energy Campus Library. Parametric passive solar design with green roof integration.. Role: BIM Designer.,"[""Architectural Design"", ""BIM (Building Information Modeling)"", ""Revit"", ""Rhino 3D""]","[""BIM""]","[""Architectural Design"", ""BIM"", ""BIM (Building Information Modeling)"", ""Revit"", ""Rhino 3D""]",5
proj_0112,Virtual AR Apparel Fitting Room,Virtual AR Apparel Fitting Room. Real-time 3D cloth simulation for online e-commerce sizing.. Role: UI/Creative Designer.,"[""Fashion CAD"", ""Photoshop"", ""UI Design""]",[],"[""Fashion CAD"", ""Photoshop"", ""UI Design""]",3
proj_0113,Zero-Waste Pattern Generation Engine,Zero-Waste Pattern Generation Engine. Nested layout generator minimizing fabric cutting waste.. Role: UI/Creative Designer.,"[""Garment Manufacturing"", ""Pattern Making""]",[],"[""Garment Manufacturing"", ""Pattern Making""]",2
proj_0114,Zero-Waste Pattern Generation Engine,Zero-Waste Pattern Generation Engine. Nested layout generator minimizing fabric cutting waste.. Role: UI/Creative Designer.,"[""Garment Manufacturing"", ""Pattern Making""]",[],"[""Garment Manufacturing"", ""Pattern Making""]",2
proj_0115,Circular Textile Upcycling Tracker,Circular Textile Upcycling Tracker. QR-code powered garment lifecycle passport tracking recycled fibers.. Role: UI/Creative Designer.,"[""Adobe Illustrator"", ""Fashion Merchandising"", ""Textile Design""]",[],"[""Adobe Illustrator"", ""Fashion Merchandising"", ""Textile Design""]",3
proj_0116,Virtual AR Apparel Fitting Room,Virtual AR Apparel Fitting Room. Real-time 3D cloth simulation for online e-commerce sizing.. Role: UI/Creative Designer.,"[""Fashion CAD"", ""Photoshop"", ""UI Design""]",[],"[""Fashion CAD"", ""Photoshop"", ""UI Design""]",3
proj_0117,Virtual AR Apparel Fitting Room,Virtual AR Apparel Fitting Room. Real-time 3D cloth simulation for online e-commerce sizing.. Role: UI/Creative Designer.,"[""Fashion CAD"", ""Photoshop"", ""UI Design""]",[],"[""Fashion CAD"", ""Photoshop"", ""UI Design""]",3
proj_0118,Automated Machine Learning Workbench,Automated Machine Learning Workbench. No-code model exploration tool comparing cross-validation scores.. Role: Data Engineer.,"[""Pandas"", ""Python"", ""Scikit-Learn"", ""Streamlit""]",[],"[""Pandas"", ""Python"", ""Scikit-Learn"", ""Streamlit""]",4
proj_0119,Geospatial Real Estate Value Mapper,Geospatial Real Estate Value Mapper. Interactive pricing map using satellite land feature vectors.. Role: Data Engineer.,"[""Power BI"", ""R"", ""SQL"", ""Tableau""]",[],"[""Power BI"", ""R"", ""SQL"", ""Tableau""]",4
proj_0120,Realtime E-Commerce Trend Predictor,Realtime E-Commerce Trend Predictor. Streaming clickstream aggregator classifying buyer intent live.. Role: Data Engineer.,"[""Apache Spark"", ""Big Data"", ""Python"", ""SQL""]",[],"[""Apache Spark"", ""Big Data"", ""Python"", ""SQL""]",4
proj_0121,Geospatial Real Estate Value Mapper,Geospatial Real Estate Value Mapper. Interactive pricing map using satellite land feature vectors.. Role: Data Engineer.,"[""Power BI"", ""R"", ""SQL"", ""Tableau""]",[],"[""Power BI"", ""R"", ""SQL"", ""Tableau""]",4
proj_0122,Geospatial Real Estate Value Mapper,Geospatial Real Estate Value Mapper. Interactive pricing map using satellite land feature vectors.. Role: Data Engineer.,"[""Power BI"", ""R"", ""SQL"", ""Tableau""]",[],"[""Power BI"", ""R"", ""SQL"", ""Tableau""]",4
proj_0123,Automated Malware Sandbox Runner,Automated Malware Sandbox Runner. Isolated dynamic analysis platform extracting C2 indicators.. Role: Security Analyst.,"[""Kali Linux"", ""Metasploit"", ""Reverse Engineering"", ""Wireshark""]",[],"[""Kali Linux"", ""Metasploit"", ""Reverse Engineering"", ""Wireshark""]",4
proj_0124,Zero-Trust IAM Policy Validator,Zero-Trust IAM Policy Validator. Static analysis tool identifying over-privileged cloud infrastructure roles.. Role: Security Analyst.,"[""Cloud Security"", ""Network Security"", ""OAuth 2.0"", ""Python""]",[],"[""Cloud Security"", ""Network Security"", ""OAuth 2.0"", ""Python""]",4
proj_0125,Automated Malware Sandbox Runner,Automated Malware Sandbox Runner. Isolated dynamic analysis platform extracting C2 indicators.. Role: Security Analyst.,"[""Kali Linux"", ""Metasploit"", ""Reverse Engineering"", ""Wireshark""]",[],"[""Kali Linux"", ""Metasploit"", ""Reverse Engineering"", ""Wireshark""]",4
proj_0126,Container Vulnerability Scanner,Container Vulnerability Scanner. Image layer scanner checking CVE databases before deployment.. Role: Security Analyst.,"[""Burp Suite"", ""Docker"", ""Penetration Testing""]",[],"[""Burp Suite"", ""Docker"", ""Penetration Testing""]",3
proj_0127,Zero-Trust IAM Policy Validator,Zero-Trust IAM Policy Validator. Static analysis tool identifying over-privileged cloud infrastructure roles.. Role: Security Analyst.,"[""Cloud Security"", ""Network Security"", ""OAuth 2.0"", ""Python""]",[],"[""Cloud Security"", ""Network Security"", ""OAuth 2.0"", ""Python""]",4
proj_0128,D2C Brand Customer Retention Engine,D2C Brand Customer Retention Engine. Cohort analysis dashboard identifying high LTV buyer segments.. Role: Product Manager.,"[""Agile/Scrum"", ""Salesforce"", ""Strategic Planning""]",[],"[""Agile/Scrum"", ""Salesforce"", ""Strategic Planning""]",3
proj_0129,FinTech Micro-Credit Risk Matrix,FinTech Micro-Credit Risk Matrix. Credit scoring framework for informal sector small business loans.. Role: Product Manager.,"[""Business Analysis"", ""Financial Modeling"", ""Power BI""]",[],"[""Business Analysis"", ""Financial Modeling"", ""Power BI""]",3
proj_0130,D2C Brand Customer Retention Engine,D2C Brand Customer Retention Engine. Cohort analysis dashboard identifying high LTV buyer segments.. Role: Product Manager.,"[""Agile/Scrum"", ""Salesforce"", ""Strategic Planning""]",[],"[""Agile/Scrum"", ""Salesforce"", ""Strategic Planning""]",3
proj_0131,EdTech B2B Market Entry Strategy,EdTech B2B Market Entry Strategy. Go-to-market analysis and financial projection for tier-3 Indian college sales.. Role: Product Manager.,"[""Financial Modeling"", ""Market Research"", ""Presentation"", ""Product Management""]","[""Go""]","[""Financial Modeling"", ""Go"", ""Market Research"", ""Presentation"", ""Product Management""]",5
proj_0132,D2C Brand Customer Retention Engine,D2C Brand Customer Retention Engine. Cohort analysis dashboard identifying high LTV buyer segments.. Role: Product Manager.,"[""Agile/Scrum"", ""Salesforce"", ""Strategic Planning""]",[],"[""Agile/Scrum"", ""Salesforce"", ""Strategic Planning""]",3
proj_0133,EdTech B2B Market Entry Strategy,EdTech B2B Market Entry Strategy. Go-to-market analysis and financial projection for tier-3 Indian college sales.. Role: Product Manager.,"[""Financial Modeling"", ""Market Research"", ""Presentation"", ""Product Management""]","[""Go""]","[""Financial Modeling"", ""Go"", ""Market Research"", ""Presentation"", ""Product Management""]",5
proj_0134,FinTech Micro-Credit Risk Matrix,FinTech Micro-Credit Risk Matrix. Credit scoring framework for informal sector small business loans.. Role: Product Manager.,"[""Business Analysis"", ""Financial Modeling"", ""Power BI""]",[],"[""Business Analysis"", ""Financial Modeling"", ""Power BI""]",3
proj_0135,Automated CI/CD Deployment Suite,Automated CI/CD Deployment Suite. Dockerized deployment pipeline with automated unit testing.. Role: Backend Developer.,"[""AWS"", ""Docker"", ""Git"", ""Python""]","[""CI/CD""]","[""AWS"", ""CI/CD"", ""Docker"", ""Git"", ""Python""]",5
proj_0136,Realtime Event Management Portal,Realtime Event Management Portal. Full stack portal with QR ticket validation and live attendance.. Role: Backend Developer.,"[""Express.js"", ""MongoDB"", ""Node.js"", ""React""]",[],"[""Express.js"", ""MongoDB"", ""Node.js"", ""React""]",4
proj_0137,Scalable Microservices E-Commerce API,Scalable Microservices E-Commerce API. Decoupled backend API handling inventory management and payments.. Role: Backend Developer.,"[""Docker"", ""Java"", ""PostgreSQL"", ""Spring Boot""]","[""Microservices""]","[""Docker"", ""Java"", ""Microservices"", ""PostgreSQL"", ""Spring Boot""]",5
proj_0138,Realtime Event Management Portal,Realtime Event Management Portal. Full stack portal with QR ticket validation and live attendance.. Role: Backend Developer.,"[""Express.js"", ""MongoDB"", ""Node.js"", ""React""]",[],"[""Express.js"", ""MongoDB"", ""Node.js"", ""React""]",4
proj_0139,Scalable Microservices E-Commerce API,Scalable Microservices E-Commerce API. Decoupled backend API handling inventory management and payments.. Role: Backend Developer.,"[""Docker"", ""Java"", ""PostgreSQL"", ""Spring Boot""]","[""Microservices""]","[""Docker"", ""Java"", ""Microservices"", ""PostgreSQL"", ""Spring Boot""]",5
proj_0140,AI-Driven Automobile Predictive Analytics Engine,AI-Driven Automobile Predictive Analytics Engine. Machine learning pipeline leveraging Python for anomaly detection and forecasting in Automobile.. Role: ML Engineer.,"[""Linux"", ""Presentation"", ""Python""]","[""Python""]","[""Linux"", ""Presentation"", ""Python""]",3
proj_0141,IoT-Based Cloud Monitoring Mesh,IoT-Based Cloud Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Cloud data analysis.. Role: Embedded Systems Developer.,"[""Burp Suite"", ""Ethical Hacking"", ""Presentation"", ""Python""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Burp Suite"", ""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""Ethical Hacking"", ""IoT"", ""Presentation"", ""Python"", ""Sensors"", ""Telemetry""]",10
proj_0142,Autonomous Android Navigation System,Autonomous Android Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing Android and sensor fusion.. Role: AI Developer.,"[""Android"", ""React"", ""Spring Boot""]","[""Android"", ""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion""]","[""Android"", ""Obstacle Avoidance"", ""Path Planning"", ""React"", ""Sensor Fusion"", ""Spring Boot""]",6
proj_0143,Precision Robotics Simulation Suite,Precision Robotics Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Electric Drive Systems.. Role: CAD/CAE Engineer.,"[""ANSYS"", ""Electric Drive Systems"", ""Powertrain Design"", ""Rapid Prototyping""]","[""Electric Drive Systems""]","[""ANSYS"", ""Electric Drive Systems"", ""Powertrain Design"", ""Rapid Prototyping""]",4
proj_0144,Autonomous AutoCAD Navigation System,Autonomous AutoCAD Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing AutoCAD and sensor fusion.. Role: Robotics Engineer.,"[""ANSYS"", ""AutoCAD"", ""Rapid Prototyping""]","[""AutoCAD"", ""Obstacle Avoidance"", ""Path Planning"", ""Robotics Engineer"", ""Sensor Fusion""]","[""ANSYS"", ""AutoCAD"", ""Obstacle Avoidance"", ""Path Planning"", ""Rapid Prototyping"", ""Robotics Engineer"", ""Sensor Fusion""]",7
proj_0145,Bio-Inspired Civil Diagnostic Pipeline,Bio-Inspired Civil Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging ASPEN Plus for medical diagnostics.. Role: Bioinformatics Specialist.,"[""ASPEN Plus"", ""Chemical Safety"", ""Heat Transfer"", ""Polymer Chemistry"", ""Reaction Engineering""]","[""ASPEN Plus"", ""Bioinformatics"", ""Bioinformatics Specialist"", ""Genomics""]","[""ASPEN Plus"", ""Bioinformatics"", ""Bioinformatics Specialist"", ""Chemical Safety"", ""Genomics"", ""Heat Transfer"", ""Polymer Chemistry"", ""Reaction Engineering""]",8
proj_0146,IoT-Based AI/ML Monitoring Mesh,IoT-Based AI/ML Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time AI/ML data analysis.. Role: IoT Specialist.,"[""CATIA"", ""MATLAB"", ""Powertrain Design"", ""Presentation""]","[""Data Analysis"", ""IoT"", ""Sensors"", ""Telemetry""]","[""CATIA"", ""Data Analysis"", ""IoT"", ""MATLAB"", ""Powertrain Design"", ""Presentation"", ""Sensors"", ""Telemetry""]",8
proj_0147,Bio-Inspired Automobile Diagnostic Pipeline,Bio-Inspired Automobile Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Raspberry Pi for medical diagnostics.. Role: Data Analyst.,"[""ROS"", ""Raspberry Pi"", ""Robotics Kinematics""]","[""Genomics"", ""Raspberry Pi""]","[""Genomics"", ""ROS"", ""Raspberry Pi"", ""Robotics Kinematics""]",4
proj_0148,Cloud-Native Logistics Security Shield,Cloud-Native Logistics Security Shield. Zero-trust security monitoring and intrusion detection system using Vehicle Dynamics.. Role: Cybersecurity Analyst.,"[""CFD"", ""MATLAB"", ""Vehicle Dynamics""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""Vehicle Dynamics""]","[""CFD"", ""Cybersecurity"", ""Cybersecurity Analyst"", ""MATLAB"", ""Vehicle Dynamics""]",5
proj_0149,AI-Driven Civil Predictive Analytics Engine,AI-Driven Civil Predictive Analytics Engine. Machine learning pipeline leveraging Powertrain Design for anomaly detection and forecasting in Civil.. Role: ML Engineer.,"[""CFD"", ""Electric Drive Systems"", ""Powertrain Design""]","[""Powertrain Design""]","[""CFD"", ""Electric Drive Systems"", ""Powertrain Design""]",3
proj_0150,Precision EdTech Simulation Suite,Precision EdTech Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Urban Planning.. Role: CAD/CAE Engineer.,"[""Problem Solving"", ""Urban Planning""]","[""Urban Planning""]","[""Problem Solving"", ""Urban Planning""]",2
proj_0151,IoT-Based Biotech Monitoring Mesh,IoT-Based Biotech Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time Biotech data analysis.. Role: Embedded Systems Developer.,"[""Geotechnical Engineering"", ""Rapid Prototyping"", ""STAAD Pro"", ""Structural Analysis"", ""Surveying""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Data Analysis"", ""Embedded Systems"", ""Embedded Systems Developer"", ""Geotechnical Engineering"", ""IoT"", ""Rapid Prototyping"", ""STAAD Pro"", ""Sensors"", ""Structural Analysis"", ""Surveying"", ""Telemetry""]",11
proj_0152,Cloud-Native CleanTech Security Shield,Cloud-Native CleanTech Security Shield. Zero-trust security monitoring and intrusion detection system using R.. Role: Cybersecurity Analyst.,"[""Bioprocess Engineering"", ""CRISPR Design"", ""R""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""R""]","[""Bioprocess Engineering"", ""CRISPR Design"", ""Cybersecurity"", ""Cybersecurity Analyst"", ""R""]",5
proj_0153,Cloud-Native Design Security Shield,Cloud-Native Design Security Shield. Zero-trust security monitoring and intrusion detection system using Linux.. Role: Cybersecurity Analyst.,"[""Burp Suite"", ""Cryptography"", ""Git"", ""Linux"", ""Python""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""Linux""]","[""Burp Suite"", ""Cryptography"", ""Cybersecurity"", ""Cybersecurity Analyst"", ""Git"", ""Linux"", ""Python""]",7
proj_0154,Bio-Inspired Biotech Diagnostic Pipeline,Bio-Inspired Biotech Diagnostic Pipeline. Computational genomics and sequence analysis tool leveraging Precision Agriculture for medical diagnostics.. Role: Data Analyst.,"[""AutoCAD"", ""Precision Agriculture"", ""Remote Sensing""]","[""Genomics"", ""Precision Agriculture""]","[""AutoCAD"", ""Genomics"", ""Precision Agriculture"", ""Remote Sensing""]",4
proj_0155,AI-Driven Cloud Predictive Analytics Engine,AI-Driven Cloud Predictive Analytics Engine. Machine learning pipeline leveraging Chemical Safety for anomaly detection and forecasting in Cloud.. Role: ML Engineer.,"[""Chemical Safety"", ""Git"", ""Heat Transfer"", ""MATLAB""]","[""Chemical Safety""]","[""Chemical Safety"", ""Git"", ""Heat Transfer"", ""MATLAB""]",4
proj_0156,Precision Cloud Simulation Suite,Precision Cloud Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with Pandas.. Role: CAD/CAE Engineer.,"[""Pandas"", ""Problem Solving"", ""Scikit-Learn""]","[""Pandas""]","[""Pandas"", ""Problem Solving"", ""Scikit-Learn""]",3
proj_0157,Precision Civil Simulation Suite,Precision Civil Simulation Suite. High-fidelity finite element modeling and fluid dynamics analysis platform built with React.. Role: CAD/CAE Engineer.,"[""AWS"", ""Cloud Computing"", ""Firebase"", ""React""]","[""React""]","[""AWS"", ""Cloud Computing"", ""Firebase"", ""React""]",4
proj_0158,NextGen IoT Mobile Assistant,NextGen IoT Mobile Assistant. Cross-platform mobile application built using Biomedical Signal Processing to streamline workflow management in IoT.. Role: UI/UX Designer.,"[""Arduino"", ""Biomedical Signal Processing"", ""MATLAB"", ""SolidWorks""]","[""Biomedical Signal Processing"", ""IoT"", ""Signal Processing"", ""UI/UX Designer""]","[""Arduino"", ""Biomedical Signal Processing"", ""IoT"", ""MATLAB"", ""Signal Processing"", ""SolidWorks"", ""UI/UX Designer""]",7
proj_0159,AI-Driven EdTech Predictive Analytics Engine,AI-Driven EdTech Predictive Analytics Engine. Machine learning pipeline leveraging Data Analytics for anomaly detection and forecasting in EdTech.. Role: ML Engineer.,"[""Data Analytics"", ""Pitching"", ""Strategic Planning"", ""Team Leadership""]","[""Data Analytics""]","[""Data Analytics"", ""Pitching"", ""Strategic Planning"", ""Team Leadership""]",4
proj_0160,Autonomous Team Leadership Navigation System,Autonomous Team Leadership Navigation System. Real-time path planning and obstacle avoidance pipeline utilizing Team Leadership and sensor fusion.. Role: AI Developer.,"[""Communication"", ""Git"", ""Team Leadership""]","[""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion"", ""Team Leadership""]","[""Communication"", ""Git"", ""Obstacle Avoidance"", ""Path Planning"", ""Sensor Fusion"", ""Team Leadership""]",6
proj_0161,NextGen FinTech Mobile Assistant,NextGen FinTech Mobile Assistant. Cross-platform mobile application built using Hydrology to streamline workflow management in FinTech.. Role: Mobile Developer.,"[""GIS"", ""Hydrology"", ""Problem Solving""]","[""Hydrology"", ""Mobile Developer""]","[""GIS"", ""Hydrology"", ""Mobile Developer"", ""Problem Solving""]",4
proj_0162,Cloud-Native Web Security Shield,Cloud-Native Web Security Shield. Zero-trust security monitoring and intrusion detection system using SOC Analysis.. Role: DevOps Engineer.,"[""Burp Suite"", ""Penetration Testing"", ""SOC Analysis"", ""Team Leadership""]","[""DevOps"", ""DevOps Engineer"", ""SOC Analysis""]","[""Burp Suite"", ""DevOps"", ""DevOps Engineer"", ""Penetration Testing"", ""SOC Analysis"", ""Team Leadership""]",6
proj_0163,AI-Driven EdTech Predictive Analytics Engine,AI-Driven EdTech Predictive Analytics Engine. Machine learning pipeline leveraging Embedded Systems for anomaly detection and forecasting in EdTech.. Role: ML Engineer.,"[""Communication"", ""Embedded Systems"", ""MATLAB"", ""Process Control""]","[""Embedded Systems""]","[""Communication"", ""Embedded Systems"", ""MATLAB"", ""Process Control""]",4
proj_0164,IoT-Based FinTech Monitoring Mesh,IoT-Based FinTech Monitoring Mesh. Distributed telemetry network with embedded sensors for real-time FinTech data analysis.. Role: IoT Specialist.,"[""Communication"", ""Hadoop"", ""Pandas""]","[""Data Analysis"", ""IoT"", ""Sensors"", ""Telemetry""]","[""Communication"", ""Data Analysis"", ""Hadoop"", ""IoT"", ""Pandas"", ""Sensors"", ""Telemetry""]",7
proj_0165,Cloud-Native Civil Security Shield,Cloud-Native Civil Security Shield. Zero-trust security monitoring and intrusion detection system using Microservices.. Role: Cybersecurity Analyst.,"[""Git"", ""Microservices"", ""Rapid Prototyping"", ""Rust"", ""System Design""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""Microservices""]","[""Cybersecurity"", ""Cybersecurity Analyst"", ""Git"", ""Microservices"", ""Rapid Prototyping"", ""Rust"", ""System Design""]",7
